high_formula,high_mpid,low_formula,low_mpid,avg_voltage,battery_id
P(WO4)2,mp-504791,LiP(WO4)2,mp-763526,2.3251851700000024,mp-504791_Li
P3W2O13,mp-767085,LiP3W2O13,mp-763539,3.291747695000003,mp-763480_Li
P8W3O29,mp-777230,Li2P8W3O29,mp-777867,5.06257936249998,mp-1176966_Li
P2WO7,mvc-5592,LiP2WO7,mp-763367,3.2011691699999907,mvc-5592_Li
P2WO7,mp-773366,LiP2WO7,mp-763566,2.4383090549999955,mp-763566_Li
P4WO13,mp-761353,LiP4WO13,mp-761393,5.2324398250000055,mp-761353_Li
P4WO13,mp-767481,LiP4WO13,mp-763403,5.210250439999988,mp-763403_Li
P4WO12,mp-761345,LiP4WO12,mp-763455,3.0747908600000122,mp-761345_Li
P4WO12,mp-767578,LiP4WO12,mp-763392,3.323922764999997,mp-763392_Li
P4WO12,mp-767549,LiP4WO12,mp-763466,3.3888391849999997,mp-763466_Li
P4WO12,mp-767563,LiP4WO12,mp-1176594,3.646267255000003,mp-1176594_Li
P4WO12,mp-767776,LiP4WO12,mp-763463,3.522949280000011,mp-763463_Li
Li2MnOF3,mp-767180,Li3MnOF3,mp-779954,2.9889950150000053,mp-767180_Li
LiMn3OF8,mp-763875,Li4Mn3OF8,mp-764981,3.6555772033333316,mp-763875_Li
Mn5OF11,mp-767187,Li3Mn5OF11,mp-767196,3.8262685100000007,mp-767187_Li
Mn3OF6,mp-763854,Li2Mn3OF6,mp-764368,3.6714482399999944,mp-763854_Li
Mn4OF8,mp-767164,Li2Mn4OF8,mp-765945,3.6277133374999955,mp-765945_Li
Mn2OF3,mp-767172,LiMn2OF3,mp-767309,3.032714892499994,mp-767172_Li
Mn5O3F5,mp-767195,LiMn5O3F5,mp-765441,2.799764639999997,mp-765441_Li
Mn7O7F,mp-767193,LiMn7O7F,mp-764671,2.242338110000025,mp-764671_Li
Li9Fe4(BO3)8,mp-765296,Li3Fe(BO3)2,mp-765267,4.4685408399999975,mp-765267_Li
Li3Co2Cu3O10,mp-764235,Li5Co2Cu3O10,mp-761783,3.5871661350000017,mp-761783_Li
LiCo3CuO8,mp-761730,Li4Co3CuO8,mp-768017,3.19708087666667,mp-761730_Li
Fe(PO3)5,mp-540145,LiFe(PO3)5,mp-687200,5.400743890000007,mp-540145_Li
FeP4O13,mp-1101552,LiFeP4O13,mp-705398,5.711726372500015,mp-1101552_Li
Li3Fe3P8O29,mp-705437,Li6Fe3P8O29,mp-1177017,5.296617258333333,mp-1177017_Li
Li3FeP2O9,mp-540454,Li4FeP2O9,mp-540453,4.625299549999999,mp-540453_Li
Fe4P9O32,mp-1101549,Li3Fe4P9O32,mp-705390,5.144811168333334,mp-1101549_Li
Li2Fe(PO4)2,mp-762711,Li3Fe(PO4)2,mp-773399,4.9945237899999935,mp-762711_Li
Li2Fe(PO4)2,mp-762856,Li3Fe(PO4)2,mp-772427,4.7678076250000085,mp-762856_Li
Fe2P3O13,mp-697819,LiFe2P3O13,mp-697808,4.411901124999991,mp-697808_Li
LiFe2(PO4)3,mp-699352,Li3Fe2(PO4)3,mp-31779,4.761582150000001,mp-31779_Li
LiFe2(PO4)3,mp-540420,Li3Fe4(PO4)6,mp-767949,5.475856030000022,mp-540420_Li
Fe3P3O13,mvc-11637,LiFe3P3O13,mp-1013899,5.072958775000023,mp-1013899_Li
FeP2O7,mp-1048396,LiFeP2O7,mp-762487,5.300311742500005,mp-1048396_Li
LiFeP2O7,mp-1101522,Li2FeP2O7,mp-540026,4.463954980000002,mp-1101522_Li
Fe4(PO4)3,mp-704185,LiFe4(PO4)3,mp-704186,4.286542235000018,mp-704185_Li
CrCo5O12,mp-773306,Li4CrCo5O12,mp-771505,3.787754732500003,mp-771505_Li
Cr(CoO3)2,mp-775117,Li2Cr(CoO3)2,mp-761651,3.8206619849999983,mp-761651_Li
Cr3Co5O16,mp-771924,Li4Cr3Co5O16,mp-770878,3.9068699900000095,mp-770878_Li
Cr3(CoO6)2,mp-861261,Li3Cr3(CoO6)2,mp-766730,3.6270034124999975,mp-766730_Li
Li2Cr3CoO8,mp-763336,Li3Cr3CoO8,mp-765438,4.010260959999988,mp-1177445_Li
LiSn(PO3)4,mp-1101525,Li2Sn(PO3)4,mp-26271,4.100929527500005,mp-1101525_Li
Sn(PO3)4,mp-757131,LiSn(PO3)4,mp-1176668,2.960717955000012,mp-1176668_Li
LiSn2(PO4)3,mp-27094,Li3Sn2(PO4)3,mp-757899,2.3569065737500003,mp-26702_Li
Sn2P3O10,mp-673117,LiSn2P3O10,mp-673119,4.569277154999986,mp-673117_Li
Li2Fe3(BO3)3,mp-763765,Li5Fe6(BO3)6,mp-769424,10.982183550000045,mp-763765_Li
LiFe8(BO3)8,mp-850498,LiFe4(BO3)4,mp-774381,3.165767289999996,mp-1176725_Li
LiFe4(BO3)4,mp-849720,LiFe2(BO3)2,mp-764678,3.1526315249999803,mp-1176728_Li
PWO5,mp-767454,LiPWO5,mp-763520,2.623638247500002,mp-763520_Li
P3W2O13,mp-767771,LiP3W2O13,mp-763543,3.302164795000015,mp-763543_Li
P3W2O13,mp-767436,LiP3W2O13,mp-763452,3.455722250000013,mp-763452_Li
LiVO3,mp-763200,Li2VO3,mp-774192,3.1291248299999994,mp-762268_Li
P3(WO6)2,mp-767435,LiP3(WO6)2,mp-763461,2.9714064275000047,mp-763461_Li
P3(WO6)2,mp-851036,LiP3(WO6)2,mp-763532,2.928391355000007,mp-763372_Li
P2WO8,mp-767148,LiP2WO8,mp-765954,4.270126764999992,mp-763561_Li
V5O12,mp-774289,Li3V5O12,mp-762254,3.438497173333327,mp-1177023_Li
LiP2WO8,mp-763357,Li3P2WO8,mp-763373,2.752661035000001,mp-763357_Li
P2WO8,mp-767803,LiP2WO8,mp-763370,3.7309913424999954,mp-763370_Li
P2WO8,mp-767567,LiP2WO8,mp-763483,3.610933902499999,mp-763483_Li
P5WO15,mp-761371,LiP5WO15,mp-773952,5.391871595000003,mp-761371_Li
FePO4,mp-540341,LiFe2(PO4)2,mp-768323,3.8609294966666616,mp-540341_Li
LiFe2(PO4)2,mp-767263,LiFePO4,mp-774251,3.692889619999993,mp-767263_Li
FePO4,mp-694541,LiFe2(PO4)2,mp-767237,3.1153609050000077,mp-694541_Li
FePO4,mp-1101554,LiFePO4,mp-761474,3.322824209999998,mp-1101554_Li
P4WO12,mp-850493,LiP4WO12,mp-763407,3.575744775000009,mp-763407_Li
Li7Mn(O2F)2,mp-767574,Li8Mn(O2F)2,mp-763440,1.597112889999996,mp-763440_Li
Li7Mn(O2F)2,mp-767185,Li8Mn(O2F)2,mp-780086,1.4272660499999907,mp-767185_Li
Li3MnOF4,mp-767174,Li4MnOF4,mp-765757,2.851502559999998,mp-765757_Li
LiMn3(OF3)2,mp-767186,Li4Mn3(OF3)2,mp-768006,3.336802280000001,mp-767186_Li
Mn3(OF3)2,mp-767627,LiMn3(OF3)2,mp-767084,4.998079464999995,mp-767084_Li
Li7VO5F,mp-764407,Li8VO5F,mp-765837,1.3437755500000086,mp-764214_Li
VO2,mp-714960,Li3V8O16,mp-1177934,3.5644727900000013,mvc-11624_Li
Li3Mn3O5F3,mp-767119,Li5Mn3O5F3,mp-765333,2.6836208600000027,mp-765333_Li
Mn2O2F3,mp-766920,LiMn2O2F3,mp-1176658,4.542434384999998,mp-1176658_Li
Mn5OF11,mp-767182,Li3Mn5OF11,mp-764394,3.7990859966666672,mp-764394_Li
Mn3OF6,mp-763856,Li2Mn3OF6,mp-763486,3.6027726974999985,mp-763486_Li
LiV5O10,mp-762390,Li2V5O10,mp-762287,2.8250097600000195,mp-762265_Li
LiV(OF)2,mp-765509,Li2V(OF)2,mp-764272,3.7179605875,mp-764272_Li
FeP2O7,mp-697733,Li2FeP2O7,mp-697811,4.101128232500001,mp-697733_Li
FeP2O7,mp-540323,LiFeP2O7,mp-1101512,5.05220145750001,mp-1101512_Li
Mn2OF3,mp-765034,LiMn2OF3,mp-767188,2.973424497499996,mp-765034_Li
Mn2OF3,mp-763860,LiMn2OF3,mp-764788,3.0508017200000004,mp-763860_Li
Mn2O3F,mp-767610,LiMn2O3F,mp-767131,4.028872154999993,mp-767131_Li
Mn5O9F,mp-766870,Li4Mn5O9F,mp-766866,3.36632404,mp-766866_Li
Mn7(OF3)3,mp-861565,LiMn7(OF3)3,mp-764403,3.2908956000000034,mp-764403_Li
Mn5O3F5,mp-767239,LiMn5O3F5,mp-763431,2.721643990000009,mp-763431_Li
Mn5O7F,mp-766932,LiMn5O7F,mp-767067,3.7423845700000036,mp-766932_Li
Mn5O5F,mp-767352,LiMn5O5F,mp-764332,2.2322603800000045,mp-764332_Li
Mn3Co3(CuO8)2,mp-770859,Li4Mn3Co3(CuO8)2,mp-771073,4.086224092500002,mp-770859_Li
Li2Fe(BO3)2,mp-767828,Li3Fe(BO3)2,mp-773213,4.391737197499998,mp-1176790_Li
Li3Fe3(BO3)4,mp-767662,Li4Fe3(BO3)4,mp-767682,3.2668900149999778,mp-767662_Li
Li2V(OF)2,mp-764690,Li3V(OF)2,mp-765836,2.5387868499999993,mp-764690_Li
LiV(OF)2,mp-765956,Li3V2(OF)4,mp-776500,3.005058600000003,mp-765956_Li
V3OF11,mp-777223,LiV3OF11,mp-776664,4.419785679999995,mp-776664_Li
V3OF11,mp-778699,LiV3OF11,mp-1176550,4.4919440250000005,mp-1176550_Li
V3OF11,mp-764053,LiV3OF11,mp-1176554,4.280633540000002,mp-1176554_Li
V3OF11,mp-764082,Li4V3OF11,mp-780283,3.933942905,mp-764082_Li
FeP2O7,mp-540177,LiFeP2O7,mp-697764,5.185840882500007,mp-1101516_Li
CrCo3O8,mp-765865,LiCrCo3O8,mp-763181,4.542407240000008,mp-763181_Li
Cr2(SO4)3,mp-770163,Li2Cr2(SO4)3,mp-770410,2.853732219999996,mp-770163_Li
Cr(SO4)2,mp-851282,LiCr(SO4)2,mp-780338,5.286667796250006,mp-780338_Li
LiCoCuO4,mp-767935,Li2CoCuO4,mp-767275,3.630536324999999,mp-767275_Li
Li3Fe2(BO4)2,mp-763208,Li2FeBO4,mp-771409,4.604772160000001,mp-763208_Li
Cr(SO4)2,mp-773979,LiCr(SO4)2,mp-861585,5.325289973333332,mp-773979_Li
Cr(SO4)2,mp-765763,LiCr(SO4)2,mp-776761,5.314768330000012,mp-765763_Li
V6O5F19,mp-765700,Li5V6O5F19,mp-779194,4.1133501039999985,mp-765700_Li
V6O5F19,mp-764557,Li11V6O5F19,mp-780480,3.6847757672727273,mp-764557_Li
LiCr2CoO6,mp-763359,Li2Cr2CoO6,mp-762918,4.005596389999999,mp-762918_Li
Li2Cr3CoO8,mp-769974,Li4Cr3CoO8,mp-770234,3.6205490499999984,mp-769711_Li
LiCo2CuO6,mp-767908,Li3Co2CuO6,mp-767299,3.2544744950000055,mp-763314_Li
Fe(PO3)3,mp-763780,LiFe(PO3)3,mp-762657,3.685603384999984,mp-762657_Li
Fe2P5O16,mp-1101584,Li3Fe2P5O16,mp-31885,3.7498062033333266,mp-1101584_Li
Fe(PO3)4,mp-540054,Li2Fe(PO3)4,mp-540149,4.666143603750006,mp-540054_Li
Fe(PO3)4,mp-31874,LiFe(PO3)4,mp-540356,5.321295494999992,mp-31874_Li
Fe3(P3O10)2,mp-31877,LiFe3(P3O10)2,mp-31806,4.478261175000005,mp-31806_Li
Fe5(P2O7)4,mp-705433,LiFe5(P2O7)4,mp-705376,5.126849620000007,mp-705376_Li
VOF3,mp-781081,LiVOF3,mp-765230,4.396753485,mp-765230_Li
VOF3,mp-764252,LiVOF3,mp-764682,4.075575989999999,mp-764252_Li
VOF3,mp-764287,LiVOF3,mp-769879,4.138057319999996,mp-764287_Li
VOF3,mp-764274,LiVOF3,mp-771681,4.078583048750003,mp-764274_Li
VOF3,mp-764241,LiVOF3,mp-765498,4.001693935000004,mp-764241_Li
VOF3,mp-764632,LiVOF3,mp-764237,4.272833369999999,mp-764237_Li
Sn(PO3)3,mp-26172,LiSn(PO3)3,mp-504211,4.153210939999999,mp-26172_Li
LiSn2P5O16,mp-673029,Li3Sn2P5O16,mp-684470,3.4765761974999996,mp-673029_Li
SnP2O7,mp-757076,Li2SnP2O7,mp-26407,2.6555473599999977,mp-26407_Li
LiSnP2O7,mp-673144,Li2SnP2O7,mp-27033,4.531091477500004,mp-27033_Li
Li2Fe(PO4)2,mp-762755,Li3Fe(PO4)2,mp-762707,4.964355079999995,mp-31815_Li
Fe2P3O10,mp-540498,LiFe2P3O10,mp-31800,3.758837644999991,mp-31800_Li
Fe3P4O15,mp-705395,LiFe3P4O15,mp-705381,5.486767375000006,mp-705381_Li
Fe2(PO4)3,mp-31866,Li2Fe2(PO4)3,mp-851285,5.132882131250005,mp-1172998_Li
Fe3(PO4)4,mp-1101553,Li3Fe3(PO4)4,mp-31828,4.894952179999995,mp-1101553_Li
V4OF11,mp-774050,LiV4OF11,mp-779815,2.8400820900000006,mp-774050_Li
V4(OF3)3,mp-777967,Li3V4(OF3)3,mp-779205,2.908635316666666,mp-777967_Li
V4(OF3)3,mp-774383,Li3V4(OF3)3,mp-779400,2.9230958150000013,mp-774383_Li
V4(OF3)3,mp-765695,Li3V4(OF3)3,mp-777658,2.9248022400000004,mp-765695_Li
V4(OF3)3,mp-779309,Li3V4(OF3)3,mp-850453,2.9504628366666688,mp-779309_Li
Sn4(PO4)3,mp-540395,LiSn4(PO4)3,mp-673101,3.793601770000014,mp-540395_Li
Li7BiO6,mp-38487,Li8BiO6,mp-754586,1.8479440099999969,mp-38487_Li
Li3Fe2(PO4)3,mp-773942,Li7Fe4(PO4)6,mp-772517,2.9990483950000217,mp-762846_Li
LiFe2(PO4)3,mp-1101524,Li2Fe2(PO4)3,mp-776769,4.818893692500017,mp-1101524_Li
V4(OF3)3,mp-779370,Li3V4(OF3)3,mp-779062,2.9360948616666653,mp-779062_Li
V4(OF3)3,mp-1101199,Li3V4(OF3)3,mp-850774,2.7811019116666675,mp-1101199_Li
V4O5F7,mp-778714,LiV4O5F7,mp-776893,3.359523569999998,mp-776893_Li
V4O5F7,mp-765764,LiV4O5F7,mp-779059,3.6265312850000035,mp-765764_Li
V4O5F7,mp-1101221,LiV4O5F7,mp-782707,3.3226934500000076,mp-1101221_Li
Li3Fe2(PO5)2,mp-767823,Li2FePO5,mp-761481,4.566994255000003,mp-761481_Li
Li2FePO5,mp-767826,Li9Fe4(PO5)4,mp-1176795,2.8606087900000485,mp-1176795_Li
Fe3(P2O7)2,mp-540486,Li2Fe3(P2O7)2,mp-31833,3.6112204999999924,mp-31833_Li
Fe2P2O9,mp-1041062,LiFe2P2O9,mp-1013910,5.170296549999994,mp-1013910_Li
Li3Fe4(P2O7)4,mp-1177729,LiFeP2O7,mp-850161,5.160708990000022,mp-1176772_Li
Fe7(PO4)8,mp-1178257,Li8Fe7(PO4)8,mp-776111,3.938536650000001,mp-1178257_Li
Fe3P3O11,mp-540050,LiFe3P3O11,mp-705089,3.0229661100000036,mp-540050_Li
V4O7F5,mp-763973,Li3V4O7F5,mp-778298,3.4202754333333254,mp-763973_Li
V2OF5,mp-764012,LiV2OF5,mp-850443,2.584357450000004,mp-764012_Li
FeP2O7,mp-767783,LiFeP2O7,mp-767795,4.668105545000008,mp-761456_Li
FeP2O7,mp-540440,LiFeP2O7,mp-31837,5.373015905000008,mp-31837_Li
TiS2,mp-1101258,Li(TiS2)3,mp-19755,1.9912422800000065,mp-1101258_Li
V2OF5,mp-764633,LiV2OF5,mp-765780,3.54664522,mp-764633_Li
V2OF5,mp-764367,LiV2OF5,mp-861668,3.242452105000003,mp-764367_Li
V2(OF)3,mp-763169,LiV2(OF)3,mp-779054,3.3096615233333306,mp-763169_Li
V2(OF)3,mp-778922,LiV2(OF)3,mp-782714,3.3761207400000024,mp-778922_Li
V2(OF)3,mp-763965,LiV2(OF)3,mp-777966,3.3382807333333324,mp-763965_Li
V3(OF3)2,mp-764432,LiV3(OF3)2,mp-766859,3.340708264999994,mp-764432_Li
LiFeP2O7,mp-1101521,Li2FeP2O7,mp-850109,3.573509505000009,mp-1101521_Li
FeP2O7,mp-540409,Li2FeP2O7,mp-540231,3.979995321249999,mp-540231_Li
Fe5(PO4)4,mp-540432,Li2Fe5(PO4)4,mp-540431,2.805043714999987,mp-540431_Li
Fe4(PO4)3,mp-31780,LiFe4(PO4)3,mp-540020,2.6459921399999806,mp-31780_Li
Fe5P3O13,mp-763767,LiFe5P3O13,mp-762666,2.7725312099999875,mp-762666_Li
Cr(CoO3)2,mp-765852,LiCr(CoO3)2,mp-779929,4.219668880000006,mp-761831_Li
CrCo3O8,mp-770909,Li2CrCo3O8,mp-761748,4.454525309999999,mp-761748_Li
V2O2F3,mp-764353,LiV2O2F3,mp-765853,3.2938941500000043,mp-764353_Li
V9O22,mp-850238,LiV18O44,mp-775458,3.6605839100000472,mp-767268_Li
Li2Cr3(CoO4)3,mp-763109,Li4Cr3(CoO4)3,mp-763111,3.6287763049999895,mp-763109_Li
Cr3(CoO6)2,mp-773919,Li2Cr3(CoO6)2,mp-772468,4.267533612499994,mp-772468_Li
CrCo3O8,mp-861562,Li2CrCo3O8,mp-766712,4.1236682024999975,mp-766712_Li
LiCrCoO4,mp-762011,Li2CrCoO4,mp-765927,3.301192770000005,mp-762011_Li
Li2Sn(PO3)6,mp-757479,Li4Sn(PO3)6,mp-673092,3.9066808099999886,mp-673092_Li
K(WO3)3,mp-1178157,KLi(WO3)3,mp-1178148,1.9411049550000048,mp-1178148_Li
V6O7F5,mp-777327,LiV6O7F5,mp-776528,1.860566780000004,mp-776528_Li
V2O5,mp-849565,Li9V14O35,mp-850769,3.2866317383333308,mp-849565_Li
V2O5,mp-25620,LiV2O5,mp-1188787,3.165747595000004,mp-1188787_Li
V2O5,mp-543104,LiV2O5,mp-627993,3.1036168525000014,mp-543104_Li
Sn(PO3)4,mp-757156,LiSn(PO3)4,mp-757663,3.097801894999994,mp-1176593_Li
Sn(PO3)4,mp-757495,LiSn(PO3)4,mp-765286,3.2568114599999993,mp-757495_Li
Sn(PO3)3,mp-765595,LiSn(PO3)3,mp-758086,3.5257483349999936,mp-758086_Li
Sn(PO3)3,mp-684482,LiSn(PO3)3,mp-684503,4.358021665000001,mp-684482_Li
Sn(PO3)3,mp-1101518,LiSn(PO3)3,mp-26897,2.798137205000008,mp-1101518_Li
Sn2(PO3)5,mp-26950,LiSn2(PO3)5,mp-26949,4.160157730000014,mp-26949_Li
Li6Sn3P8O29,mp-776484,Li9Sn3P8O29,mp-779010,1.8892572733333424,mp-776484_Li
Sn(PO3)4,mp-25908,LiSn(PO3)4,mp-25907,2.7702765874999975,mp-25907_Li
LiSn(PO3)4,mp-26856,Li2Sn(PO3)4,mp-26855,3.9053440050000225,mp-26855_Li
Sn(PO3)3,mp-26762,LiSn(PO3)3,mp-684509,3.4733483649999974,mp-26762_Li
SnP2O7,mp-757192,Li2SnP2O7,mp-26649,2.6813614199999996,mp-26649_Li
Li2Ni3TeO8,mp-763778,Li3Ni3TeO8,mp-1177536,4.216406120000007,mp-1177536_Li
Li2MnP2HO8,mp-781059,Li3MnP2HO8,mp-763836,3.1611515599999986,mp-763836_Li
MnP2HO7,mp-745148,LiMnP2HO7,mp-783907,3.4789928599999955,mp-745148_Li
Fe(SbO3)4,mp-770991,Li3Fe(SbO3)4,mp-772701,3.7369270599999944,mp-770991_Li
Li3Fe3SbO8,mp-772131,Li4Fe3SbO8,mp-780303,2.5342361700000047,mp-772131_Li
Li4Fe5SbO12,mp-1177408,Li6Fe5SbO12,mp-765615,3.9131155849999906,mp-1177408_Li
FePO4,mp-765990,LiFe2(PO4)2,mp-767093,3.5003797350000005,mp-765990_Li
FePO4,mp-540320,LiFePO4,mp-761469,3.213570862499997,mp-31846_Li
LiSn2(PO4)3,mp-554917,Li3Sn2(PO4)3,mp-585408,2.2886376974999982,mp-554917_Li
Sn2P3O10,mp-684502,LiSn2P3O10,mp-684493,4.137386682499999,mp-684493_Li
Sn6P7O24,mp-684053,LiSn6P7O24,mp-684052,3.8689490850000303,mp-684052_Li
SnPO4,mp-672986,LiSnPO4,mp-26299,4.434783215000001,mp-26299_Li
Sn4(PO4)3,mp-26446,LiSn4(PO4)3,mp-673024,3.9439311100000274,mp-26446_Li
LiFe8(BO3)8,mp-764518,LiFe4(BO3)4,mp-764873,3.296685950000016,mp-1177681_Li
MnFe3(PO4)4,mp-773269,Li4MnFe3(PO4)4,mp-766114,3.507760287500003,mp-1176968_Li
MnFe3(PO4)4,mp-767822,Li4MnFe3(PO4)4,mp-767453,3.5065278200000005,mp-767453_Li
MnFe2(PO4)3,mp-849505,Li2MnFe2(PO4)3,mp-767440,3.290318000000004,mp-767440_Li
FePO4,mp-25001,LiFePO4,mp-19017,3.404584097500004,mp-19017_Li
FePO4,mp-773675,Li2Fe3(PO4)3,mp-773357,3.0592567925000025,mp-773357_Li
Li5V2OF11,mp-765620,Li6V2OF11,mp-765834,4.3463257499999965,mp-765620_Li
LiVOF4,mp-764211,Li2VOF4,mp-764761,4.183794287499998,mp-764211_Li
VO2,mp-714944,LiVO2,mp-19340,2.9352702600000007,mp-1222527_Li
Li4V11O22,mp-762381,Li8V11O22,mp-768084,2.7938474875000066,mp-762381_Li
Mn3Fe(PO4)4,mp-767569,Li4Mn3Fe(PO4)4,mp-767570,3.7165375712499986,mp-767569_Li
Mn11Fe(PO4)12,mp-850500,Li12Mn11Fe(PO4)12,mp-775195,3.792950836666663,mp-775195_Li
LiCu2P5O16,mp-585339,Li3Cu2P5O16,mp-25871,4.371143497499991,mp-25871_Li
LiCu(PO3)4,mp-672984,Li2Cu(PO3)4,mp-26267,5.361501119999991,mp-26267_Li
Cu(PO3)3,mp-766254,LiCu(PO3)3,mp-759435,5.09770707750001,mp-759435_Li
VO2,mp-849511,LiV5O10,mp-1222710,2.340308569999992,mp-1222710_Li
Li3VO3F2,mp-764179,Li4VO3F2,mp-764753,2.843787700000005,mp-764179_Li
Li3VO3F2,mp-853164,Li4VO3F2,mp-764724,2.5738613699999933,mp-764724_Li
Li4VO4F,mp-764223,Li5VO4F,mp-764217,1.2710341950000035,mp-764217_Li
Li3Cu(PO4)2,mp-26224,Li4Cu(PO4)2,mp-26223,4.47237364500001,mp-26223_Li
Cu5P3O13,mp-26796,LiCu5P3O13,mp-26795,3.635013829999996,mp-26795_Li
LiV(OF)2,mp-772395,Li2V(OF)2,mp-764974,3.2030907099999957,mp-1177506_Li
Li2V(OF)2,mp-764218,Li3V(OF)2,mp-765547,2.2872254200000035,mp-764218_Li
Li2VO3F,mp-764196,Li3VO3F,mp-764730,3.063640070000003,mp-764196_Li
V3OF11,mp-764680,LiV3OF11,mp-1176596,3.9281405599999935,mp-1176596_Li
Li6Co3P8O29,mp-705373,Li9Co3P8O29,mp-1101531,5.066046591666668,mp-1101531_Li
Co(PO3)4,mp-540264,LiCo(PO3)4,mp-31603,5.709712265000013,mp-31603_Li
Co(PO3)4,mp-540467,LiCo(PO3)4,mp-31606,5.855357650000006,mp-31606_Li
Co(PO3)4,mp-31573,LiCo(PO3)4,mp-540495,6.188128197500012,mp-31573_Li
Co2P5O16,mp-31620,LiCo2P5O16,mp-31575,4.7273411149999784,mp-31575_Li
Li2Co(PO4)2,mp-585191,Li3Co(PO4)2,mp-31579,4.858602284999995,mp-31539_Li
Li3Fe8(BO3)8,mp-764672,LiFe2(BO3)2,mp-764904,3.3078878599999704,mp-764554_Li
LiFe4(BO3)4,mp-1176744,Li3Fe8(BO3)8,mp-1177659,3.366292389999989,mp-1176744_Li
V6O5F19,mp-764020,Li5V6O5F19,mp-779337,4.227112812000001,mp-764020_Li
LiVO3,mp-775044,Li2VO3,mp-861577,3.2442746200000037,mp-775044_Li
V12O29,mp-774272,LiV24O58,mp-765490,3.935897569999985,mp-1177621_Li
CuPO4,mp-25886,LiCuPO4,mp-25885,4.43715325,mp-25885_Li
LiCuPO4,mp-673128,Li2CuPO4,mp-26851,3.7775455249999985,mp-26851_Li
LiCuPO4,mp-504304,Li2CuPO4,mp-26695,3.215932377500001,mp-26695_Li
LiV3O8,mp-540700,Li3V6O16,mp-771608,3.208125279999995,mp-1223171_Li
VOF3,mp-764243,LiVOF3,mp-764721,4.418310764999999,mp-764243_Li
VOF3,mp-764285,LiVOF3,mp-764199,4.312059699999997,mp-764199_Li
VOF3,mp-764398,LiVOF3,mp-765521,4.371764432499999,mp-764398_Li
V2O5,mp-776882,LiV2O5,mp-777667,3.619854937499992,mp-776882_Li
V5O12,mp-777580,Li3V5O12,mp-1177476,3.3585434233333396,mp-1177476_Li
V5O12,mp-776915,Li3V5O12,mp-777675,3.106434973333331,mp-776915_Li
Co2P3O10,mp-540204,LiCo2P3O10,mp-540203,4.169000935000005,mp-540203_Li
Co3(PO4)4,mp-31551,Li3Co3(PO4)4,mp-31614,5.250217921666675,mp-31551_Li
CoP2O7,mp-31529,LiCoP2O7,mp-31519,5.249626639999994,mp-31519_Li
V3O7,mp-764115,Li2V3O7,mp-773375,3.242061684166669,mp-764115_Li
V6O13,mp-870306,Li2V6O13,mp-567438,2.716792270000004,mp-19457_Li
V2O5,mp-25646,LiV6O15,mp-776036,3.738804540000009,mp-25646_Li
V2O5,mp-25643,LiV2O5,mp-19408,3.4798258499999952,mp-19408_Li
V4OF11,mp-766143,LiV4OF11,mp-778629,2.9926808350000065,mp-766143_Li
V4OF11,mp-764086,LiV4OF11,mp-777196,2.8150004399999964,mp-764086_Li
V4OF11,mp-780304,LiV4OF11,mp-1176572,2.791205944999992,mp-1176572_Li
V4OF11,mp-766057,LiV4OF11,mp-1176557,2.6781361649999886,mp-1176557_Li
V4OF11,mp-774387,LiV4OF11,mp-1176573,2.7109891250000024,mp-1176573_Li
Li3V7O12,mp-762285,Li4V7O12,mp-762252,2.627687030000009,mp-762252_Li
FePO4,mp-764338,LiFePO4,mp-761486,3.134050760000006,mp-761486_Li
FePO4,mp-25527,LiFePO4,mp-18951,3.3173574133333377,mp-1176749_Li
FePO4,mp-704299,LiFePO4,mp-585433,3.2785205462499984,mp-585433_Li
CoP2O7,mp-689964,LiCoP2O7,mp-540355,5.445463714999994,mp-540355_Li
CoP2O7,mp-31608,LiCoP2O7,mp-705332,5.007366110000011,mp-31608_Li
LiCoP2O7,mp-540133,Li2CoP2O7,mp-761638,4.258955884999997,mp-1176787_Li
Li3Si2(NiO4)2,mp-780288,Li2SiNiO4,mp-1177860,4.555765499999998,mp-1177860_Li
LiCo2(PO4)2,mp-1176811,LiCoPO4,mp-761821,4.200158214999993,mp-1176811_Li
V5O12,mp-778252,Li2V5O12,mp-776871,3.4362706950000095,mp-776871_Li
FePO4,mp-540111,LiFePO4,mp-540110,3.2125259075,mp-1177117_Li
FePO4,mp-504149,LiFePO4,mp-704251,2.9642644241666694,mp-504149_Li
FePO4,mp-765982,LiFePO4,mp-761461,3.073173635000001,mp-761461_Li
V4O5F7,mp-853265,LiV4O5F7,mp-776647,3.2963080299999965,mp-776647_Li
V4O5F7,mp-764030,LiV4O5F7,mp-777719,3.6653557249999884,mp-764030_Li
LiVOF4,mp-850946,Li2VOF4,mp-780857,4.476495465000005,mp-780857_Li
CoPO4,mp-1178446,LiCoPO4,mp-761736,4.180635852500002,mp-1176783_Li
CoPO4,mp-540093,LiCoPO4,mp-31585,4.236416735000004,mp-31585_Li
CoPO4,mp-31521,LiCoPO4,mp-31540,3.902619655,mp-31521_Li
CoPO4,mp-704240,LiCoPO4,mp-31541,4.24341778166667,mp-31541_Li
FePO4,mp-767830,LiFePO4,mp-761484,3.231490962500002,mp-761484_Li
FePO4,mp-767829,LiFePO4,mp-766777,3.253853116249997,mp-766777_Li
FePO4,mp-705201,LiFePO4,mp-694615,3.2852702337500026,mp-694615_Li
