high_formula,high_mpid,low_formula,low_mpid,avg_voltage,battery_id
Mn3Co(PO4)4,mp-761652,Li4Mn3Co(PO4)4,mp-762022,3.931429999999996,mp-761652_Li
Li3Cr3CuO8,mp-770587,Li4Cr3CuO8,mp-771793,3.6279720700000033,mp-770587_Li
LiCa2Nb3O10,mp-766983,Li7Ca8Nb12O40,mp-773078,1.9833750699999988,mp-766983_Li
Mn5Co(PO4)6,mp-772281,Li4Mn5Co(PO4)6,mp-765461,3.752382814999995,mp-765461_Li
LiNiH12(SO7)2,mp-781684,Li2NiH12(SO7)2,mp-771658,4.860058775000004,mp-771658_Li
Mn3Co3(SnO8)2,mp-770554,Li4Mn3Co3(SnO8)2,mp-777041,4.056023725000001,mp-770554_Li
Na5Li3Ti5O14,mp-774609,Na5Li4Ti5O14,mp-775424,0.9824401300000197,mp-761849_Li
Li2CuSbO5,mp-753557,Li3CuSbO5,mp-767395,3.577303564999999,mp-753557_Li
NbV3(PO4)6,mp-775224,Li6NbV3(PO4)6,mp-1176951,2.7331748999999994,mp-1176951_Li
La6Mn3O14,mp-773521,LiLa6Mn3O14,mp-771521,3.2622550900000014,mp-771521_Li
La3MnO7,mp-1178204,LiLa3MnO7,mp-769464,4.621026227500002,mp-1178128_Li
La4MnO8,mp-772243,LiLa4MnO8,mp-769845,3.512911449999995,mp-769845_Li
La4MnO8,mp-769598,LiLa4MnO8,mp-770950,3.5518970999999957,mp-769598_Li
Mo3Se4,mp-21021,Li7(Mo3Se4)4,mp-673706,1.6281706942857168,mp-1104651_Li
Mo15Se19,mp-568488,Li2Mo15Se19,mp-1197196,1.2421176649999996,mp-1197196_Li
Mo15Se19,mp-570170,Li3Mo15Se19,mp-1223482,1.5680415916666703,mp-1223482_Li
MgCr3(SO4)6,mp-772325,Li2MgCr3(SO4)6,mp-774307,3.678345344999987,mp-772325_Li
MgCr3(SO4)6,mp-769559,LiMgCr3(SO4)6,mp-769554,4.733935109999981,mp-1177996_Li
Li3NbNi3O8,mp-762552,Li4NbNi3O8,mp-769907,3.7754293599999946,mp-762552_Li
Li2Nb6NiO18,mp-763774,Li5Nb6NiO18,mp-1177098,3.5331634233333347,mp-1177098_Li
Li2FeBAsO7,mp-1177952,Li3FeBAsO7,mp-771423,4.0226584649999975,mp-1177952_Li
KTiAsO5,mp-6488,K2LiTi2(AsO5)2,mp-772826,0.9029781449999965,mp-6488_Li
Cu(TeO3)4,mp-756573,Li3Cu(TeO3)4,mp-761021,3.4726443899999997,mp-756573_Li
Li3Cu3TeO8,mp-772822,Li4Cu3TeO8,mp-756554,2.6841072999999986,mp-756554_Li
CrCo3(PO4)4,mp-775991,Li4CrCo3(PO4)4,mp-762038,3.8461369425000007,mp-762038_Li
CrCo(PO4)2,mp-1178412,Li2CrCo(PO4)2,mp-761707,3.4695761624999952,mp-1178412_Li
Cr3Co(PO4)6,mp-761636,Li6Cr3Co(PO4)6,mp-770502,4.412303124999999,mp-761636_Li
Cr3Co(PO4)4,mp-775472,Li4Cr3Co(PO4)4,mp-761995,3.1002415674999972,mp-761995_Li
Li4VP2(O4F)2,mp-782668,Li5VP2(O4F)2,mp-568287,3.76900272250001,mp-568287_Li
Li2Sn(BO3)2,mp-755757,Li3Sn(BO3)2,mp-770286,2.316129245000004,mp-755757_Li
Li2Sn(BO3)2,mp-759933,Li3Sn(BO3)2,mp-770287,1.9297942724999948,mp-759933_Li
LiVPO4F,mp-776659,Li2VPO4F,mp-776064,2.5484011449999904,mp-776064_Li
Fe(GeO3)2,mp-1043501,LiFe(GeO3)2,mp-1188169,5.024529735,mp-1043501_Li
NbCr3(PO4)6,mp-849254,Li6NbCr3(PO4)6,mp-763649,3.4269257216666684,mp-763649_Li
Mn2Cr3Co3O16,mp-761802,Li4Mn2Cr3Co3O16,mp-763115,3.9477436324999973,mp-1176520_Li
Mn3Cr2Co3O16,mp-772635,Li4Mn3Cr2Co3O16,mp-769581,3.955531400000003,mp-769581_Li
Mn3Cr3(CoO8)2,mp-780886,Li4Mn3Cr3(CoO8)2,mp-778285,3.9600989849999997,mp-778285_Li
LiFeAsCO7,mp-770902,Li2FeAsCO7,mp-771469,4.5378534949999985,mp-770902_Li
Li4Ti3Co3(NiO8)2,mp-763517,Li10Ti3Co3(NiO8)2,mp-774315,2.58956516166667,mp-763517_Li
Fe7P12WO48,mp-770783,Li8Fe7P12WO48,mp-1176835,4.939324715000003,mp-1176835_Li
Fe5P6WO24,mp-851003,Li4Fe5P6WO24,mp-775677,2.429127762500007,mp-775677_Li
In2CuSe4,mp-1078168,LiIn2CuSe4,mp-1079491,2.5146150000000005,mp-1078168_Li
Ti3Nb(CuO4)3,mp-757045,LiTi3Nb(CuO4)3,mp-849772,3.320472909999983,mp-757045_Li
Li9La12(SnO6)8,mp-1223174,Li7La3(SnO6)2,mp-1200057,3.8443585042105313,mp-1200057_Li
Ti3Nb2V3O16,mp-770898,Li4Ti3Nb2V3O16,mp-775700,2.482979592499992,mp-770898_Li
Na5Mn2O8,mp-849237,Na5LiMn2O8,mp-578869,4.011821786250016,mp-578869_Li
FeCu3(PO4)4,mp-775297,Li4FeCu3(PO4)4,mp-1177402,3.9106378050000052,mp-1177402_Li
FeCu(PO4)2,mp-775167,Li2FeCu(PO4)2,mp-997530,3.7089623100000018,mp-775167_Li
Li4Mn2C4SO16,mp-777073,Li6Mn2C4SO16,mp-771387,3.9089255750000027,mp-771387_Li
MnCSO7,mp-769958,Li2MnCSO7,mp-780526,4.279335225000002,mp-769958_Li
Fe3Cu(PO4)4,mp-775191,Li4Fe3Cu(PO4)4,mp-1177485,3.6059141150000023,mp-1177485_Li
Li4Mn2V3Cr3O16,mp-773971,Li10Mn2V3Cr3O16,mp-765364,2.0047126000000004,mp-765364_Li
Mn3V2Cr3O16,mp-773144,Li4Mn3V2Cr3O16,mp-770036,3.715382197500004,mp-770036_Li
VCrP2(O4F)2,mp-765139,LiVCrP2(O4F)2,mp-868574,4.540307500000003,mp-765077_Li
NbSe2,mp-2207,LiNbSe2,mp-1025496,1.7783493650000017,mp-1025496_Li
LiCu(HO)4,mp-759472,Li2Cu(HO)4,mp-769242,2.8899745599999966,mp-759472_Li
Li9Cu2(HO2)4,mp-781825,Li5Cu(HO2)2,mp-769763,2.8018635699999996,mp-1178316_Li
LaVO4,mp-18989,LiLa8V8O32,mp-769499,-0.39509331000001646,mp-18989_Li
Mn3Co3(SbO8)2,mp-863857,Li4Mn3Co3(SbO8)2,mp-763102,4.0708532349999995,mp-763102_Li
CrB3(HO3)3,mp-780501,LiCrB3(HO3)3,mp-779835,4.1015358800000055,mp-779835_Li
Na2CaVP2O9,mp-566264,Na2LiCaVP2O9,mp-763838,1.3176725900000057,mp-566264_Li
NaCoPCO7,mp-1101670,NaLi2CoPCO7,mp-764251,4.069478742500001,mp-1101670_Li
SbP(OF3)2,mp-554701,Li2SbP(OF3)2,mp-776357,3.2032011849999993,mp-554701_Li
Li4Ni2C4SO16,mp-779839,Li6Ni2C4SO16,mp-777109,4.8127758449999956,mp-777109_Li
LiNiCSO7,mp-770369,Li2NiCSO7,mp-771489,4.379530610000023,mp-770369_Li
Ge3(MoO6)2,mvc-4408,Li3Ge3(MoO6)2,mp-1013795,3.2748332825000026,mp-1013795_Li
LiMn(SO4)2,mp-780520,Li2Mn(SO4)2,mp-762832,4.442584133749994,mp-762832_Li
Li2Ti(TeO4)3,mp-758894,Li4Ti(TeO4)3,mp-850190,3.495865727500002,mp-756432_Li
La2MoO6,mp-25581,LiLa2MoO6,mp-19377,2.5852353750000012,mp-19377_Li
MgSnAu,mp-5549,LiMgSnAu,mp-7554,0.3037257899999992,mp-5549_Li
FeCl4,mp-1225059,Li2FeCl4,mp-1222745,3.4090273975000005,mp-1222745_Li
Ti3Co3(SbO8)2,mp-762505,Li4Ti3Co3(SbO8)2,mp-773988,3.813565362500005,mp-762505_Li
Mn3CuNi2(PO4)6,mp-773677,Li4Mn3CuNi2(PO4)6,mp-775323,3.6065523800000014,mp-773677_Li
Li2C,mp-1210743,Li3C,mp-976060,0.8469898099999997,mp-1210743_Li
C,mp-568806,LiC12,mp-1021323,0.1924746049999988,mp-1001581_Li
LiMgSb,mp-1207082,Li2MgSb,mp-1222660,-0.37597175000000016,mp-1100424_Li
Mn(SO4)2,mp-773972,LiMn(SO4)2,mp-774465,5.297492683333337,mp-773972_Li
Mn(SO4)2,mp-771564,LiMn(SO4)2,mp-774039,5.111069680000005,mp-771564_Li
Mn2(SO4)3,mp-771368,Li2Mn2(SO4)3,mp-778555,4.3854761525000026,mp-770484_Li
Mn2(SO4)3,mp-778822,LiMn2(SO4)3,mp-770141,4.289627474999994,mp-770141_Li
TiCr3(PO4)6,mp-774025,Li6TiCr3(PO4)6,mp-997517,3.9050971366666594,mp-774025_Li
Ti3Cr(PO4)6,mp-774416,Li6Ti3Cr(PO4)6,mp-762462,3.102911673333329,mp-762462_Li
Ca9Co(PO4)7,mp-851050,LiCa9Co(PO4)7,mp-699599,2.7543453799999944,mp-699599_Li
Li5La3(SbO6)2,mp-775628,Li6La3(SbO6)2,mp-1212139,0.8479952949999806,mp-1212139_Li
Mg2Mn3O8,mp-771763,LiMg2Mn3O8,mp-771684,3.7637015800000078,mp-771684_Li
CrTe(WO6)2,mp-775790,Li4CrTe(WO6)2,mp-777147,3.7599217050000013,mp-775790_Li
Mn2(SO4)3,mp-770100,Li2Mn2(SO4)3,mp-770262,4.609796045000008,mp-770100_Li
Mn3Ni3(TeO8)2,mp-771860,Li4Mn3Ni3(TeO8)2,mp-770951,4.1736905575000005,mp-770951_Li
CuSb(PO4)2,mp-755148,Li2CuSb(PO4)2,mp-772561,3.0987425025,mp-755148_Li
Cu3Sb(PO4)4,mp-780043,Li4Cu3Sb(PO4)4,mp-762224,3.6546943524999995,mp-762224_Li
InSb,mp-20012,Li2InSb,mp-1097086,-1.9745848449999999,mp-1097086_Li
Mn3Cr3(WO8)2,mp-778921,Li4Mn3Cr3(WO8)2,mp-777022,3.4096420900000033,mp-777022_Li
Na2CuPCO7,mp-767534,Na2LiCuPCO7,mp-776432,3.4765533749999995,mp-767534_Li
Na3CuPCO7,mp-767526,Na3LiCuPCO7,mp-775936,1.8802079700000056,mp-767526_Li
NiF3,mp-561428,LiNiF3,mp-764362,5.977201855000002,mp-561428_Li
Li2Mg3Ti6O16,mp-758770,Li3Mg3Ti6O16,mp-773055,1.544683690000004,mp-758770_Li
Mn3Sb(PO4)6,mp-775275,Li6Mn3Sb(PO4)6,mp-1177012,3.7470595333333327,mp-1177012_Li
Mn7Sb(PO4)12,mp-776832,Li8Mn7Sb(PO4)12,mp-1176842,4.728630963749998,mp-1176842_Li
KNb2O5,mp-773070,K3LiNb6O15,mp-773049,1.3926991599999972,mp-773049_Li
LiMnAsCO7,mp-770905,Li2MnAsCO7,mp-771488,3.998409615000005,mp-770905_Li
Mg3Cu9(SiO3)16,mp-766403,Li8Mg3Cu9(SiO3)16,mp-774516,3.6028360925000036,mp-766403_Li
Mn3NbCr2(PO4)6,mp-775967,Li4Mn3NbCr2(PO4)6,mp-776566,2.6722313800000044,mp-775967_Li
Fe2Co3Sb3O16,mp-1178389,Li4Fe2Co3Sb3O16,mp-764902,4.335064734999994,mp-1178389_Li
Fe3Co3(SbO8)2,mp-761701,Li4Fe3Co3(SbO8)2,mp-762171,4.389150392500005,mp-761701_Li
Mn3Sb(PO4)4,mp-772129,Li4Mn3Sb(PO4)4,mp-767241,3.1223326275000054,mp-767241_Li
Mn5Sb(PO4)6,mp-773395,Li4Mn5Sb(PO4)6,mp-1177350,3.079203514999994,mp-1177350_Li
MnS2,mvc-34,Li(MnS2)2,mp-1045401,1.90094932,mp-1045401_Li
Ti3Mn3(SnO8)2,mp-776644,Li4Ti3Mn3(SnO8)2,mp-1177280,3.6346946525000075,mp-1177280_Li
MgCu2(SiO3)4,mp-756830,Li2MgCu2(SiO3)4,mp-773087,3.654185549999999,mp-756830_Li
TiNi5(PO4)6,mp-773434,Li4TiNi5(PO4)6,mp-770943,4.0796042225,mp-770943_Li
Ti2Ni(PO5)2,mp-772218,LiTi2Ni(PO5)2,mp-772298,1.782692230000014,mp-772218_Li
Sb(SO4)2,mp-760060,LiSb(SO4)2,mp-779809,4.4563689412499965,mp-760060_Li
Rb2SbBr6,mp-866668,Rb2LiSbBr6,mp-1110708,2.7212545999999995,mp-1110708_Li
Bi,mp-567597,LiBi,mp-22902,0.7970797799999998,mp-22902_Li
MnCr2Fe3(PO4)6,mp-776060,Li4MnCr2Fe3(PO4)6,mp-779026,2.9279505024999866,mp-776060_Li
TmSn2,mp-1077102,LiTmSn2,mp-1080066,-0.14675617000000019,mp-1077102_Li
NbF5,mp-18687,LiNbF5,mp-761164,2.277757217500001,mp-18687_Li
LiNbF6,mp-1078799,Li3NbF6,mp-1110578,0.505042345000001,mp-1078799_Li
V2Cr3Sb3O16,mp-773383,Li4V2Cr3Sb3O16,mp-775451,2.771931337500012,mp-773383_Li
V3Cr3(SbO8)2,mp-776725,Li4V3Cr3(SbO8)2,mp-777249,3.4679727224999986,mp-776725_Li
Li3Fe2P2(O4F)2,mp-1177665,Li2FePO4F,mp-1172969,2.618465290000008,mp-1172969_Li
FePO4F,mp-772533,LiFePO4F,mp-771908,4.86672508875,mp-771908_Li
Li4Mn3Cr2Fe3O16,mp-849471,Li6Mn3Cr2Fe3O16,mp-861553,2.5765716750000016,mp-849471_Li
Li4Mn3Cr3(FeO8)2,mp-761449,Li10Mn3Cr3(FeO8)2,mp-777601,2.1636061133333304,mp-761449_Li
Li3Nb3TeO12,mp-754751,Li4Nb3TeO12,mp-755915,2.705512290000006,mp-754751_Li
LiNb(TeO4)3,mp-754519,Li4Nb(TeO4)3,mp-759998,3.1527467899999997,mp-754519_Li
LiNb(TeO4)3,mp-758389,Li4Nb(TeO4)3,mp-756515,3.1321720366666645,mp-756515_Li
MnV4FeO12,mp-1176412,Li2MnV4FeO12,mp-776234,2.4926821249999924,mp-1176412_Li
Cr3Fe2Sb3O16,mp-775288,Li4Cr3Fe2Sb3O16,mp-773763,2.8878080925,mp-773763_Li
Li4V2C4SO16,mp-777070,Li6V2C4SO16,mp-777141,2.5545326275,mp-769578_Li
Ti3Nb2Cr3O16,mp-777531,Li4Ti3Nb2Cr3O16,mp-776857,2.605245615000006,mp-776857_Li
Ti3Zn2O8,mp-29104,LiTi3Zn2O8,mp-1211002,1.66111693999999,mp-1211002_Li
Na2V3P2O13,mp-565935,Na2Li2V3P2O13,mp-853239,2.662595907499996,mp-565935_Li
Na2VPO6,mp-569374,Na2LiVPO6,mp-763825,2.1050149575000083,mp-569374_Li
SnS2,mp-1170,LiSnS2,mp-27683,1.5628051400000014,mp-1170_Li
Sb,mp-80,Li3Sb,mp-7955,0.9335185116666667,mp-7955_Li
Sb,mp-10631,Li3Sb,mp-2074,0.94849008,mp-10631_Li
Nb,mp-8636,Li3Nb,mp-1185184,-0.8209922066666668,mp-1185184_Li
Rb2MoBr6,mp-1205757,Rb2LiMoBr6,mp-1110711,2.082758009999997,mp-1110711_Li
Li2MnBAsO7,mp-772692,Li3MnBAsO7,mp-771436,3.515752705000002,mp-771436_Li
CrCu(PO4)2,mp-868653,Li2CrCu(PO4)2,mp-1178054,3.6024664424999937,mp-1178054_Li
Li2Ti6Zn3O16,mp-759849,Li3Ti6Zn3O16,mp-773081,1.6582494249999846,mp-759849_Li
Li6Fe3Sn(PO4)6,mp-778734,Li8Fe3Sn(PO4)6,mp-775125,2.4763861950000083,mp-775125_Li
KMnPCO7,mp-773432,KLiMnPCO7,mp-764256,3.8851524600000054,mp-764256_Li
Na2SrVP2O9,mp-565217,Na2SrLiVP2O9,mp-763837,1.436647564999992,mp-565217_Li
Mn2Fe3P6WO24,mp-761447,Li4Mn2Fe3P6WO24,mp-770860,2.4010598924999917,mp-761447_Li
Cr3Cu(PO4)4,mp-773405,Li4Cr3Cu(PO4)4,mp-1177451,3.1720979399999982,mp-1177451_Li
K2MnPCO7,mp-769604,K2LiMnPCO7,mp-763834,2.6215438349999878,mp-763834_Li
Li6NbNi3(PO4)6,mp-1176954,Li8NbNi3(PO4)6,mp-765344,2.993825800000001,mp-1176954_Li
LiSbTe2WO12,mp-769943,Li4SbTe2WO12,mp-765930,3.173819029999995,mp-765930_Li
MnVP2(HO5)2,mp-766980,LiMnVP2(HO5)2,mp-765074,4.150812830000012,mp-1176607_Li
Mn3Cr3(SnO8)2,mp-771095,Li4Mn3Cr3(SnO8)2,mp-776805,4.108621142500004,mp-771095_Li
LiVSiCO7,mp-773183,Li2VSiCO7,mp-770348,3.6803810350000012,mp-770088_Li
Mn2CrNi3(PO4)6,mp-764646,Li4Mn2CrNi3(PO4)6,mp-775171,4.098312327500002,mp-764646_Li
Cr4GaS8,mp-1226264,LiCr4GaS8,mp-1211167,2.3718736700000043,mp-1211167_Li
Ti3Co3(TeO8)2,mp-761356,Li4Ti3Co3(TeO8)2,mp-765522,3.596259717500002,mp-761356_Li
Na3Li4Mn5O9,mp-762636,Na3Li5Mn5O9,mp-775572,1.5795272199999935,mp-762636_Li
Co3Ni3(TeO8)2,mp-851314,Li4Co3Ni3(TeO8)2,mp-762071,4.2920386399999995,mp-762071_Li
Ti3Cr3(SbO8)2,mp-770891,Li4Ti3Cr3(SbO8)2,mp-762542,3.0761717400000044,mp-762542_Li
Cr,mp-8633,Li3Cr,mp-1185185,-0.40730717666666627,mp-1185185_Li
FeClO,mp-552787,LiFe2(ClO)2,mp-778496,2.4417241716666687,mp-552787_Li
TiNCl,mp-27850,LiTiNCl,mp-1078503,1.333023649999999,mp-1078503_Li
Mn2Fe3Sn(PO4)6,mp-853188,Li4Mn2Fe3Sn(PO4)6,mp-1177457,2.805655145000008,mp-1177457_Li
TiSe2,mp-2194,LiTiSe2,mp-1206595,1.5670646999999973,mp-1206595_Li
Co3Cu3(TeO8)2,mp-761933,Li4Co3Cu3(TeO8)2,mp-766631,4.118734954999999,mp-761933_Li
NiH8(CO5)2,mp-772564,Li2NiH8(CO5)2,mp-771916,4.323139855000006,mp-771916_Li
Cr(GeO3)2,mvc-8359,LiCr(GeO3)2,mp-1105411,4.565053454999989,mp-1105411_Li
Mn3Fe2Sn(PO4)6,mp-1176467,Li4Mn3Fe2Sn(PO4)6,mp-1177412,3.4036104699999945,mp-1176467_Li
Mn3CoCu2(PO4)6,mp-763154,Li4Mn3CoCu2(PO4)6,mp-1177395,3.9796070875000047,mp-1177395_Li
Cr2(GeO4)3,mvc-4499,Li3Cr2(GeO4)3,mp-1012879,4.92089150083333,mp-1012879_Li
Mn3CrCo2(PO4)6,mp-762512,Li4Mn3CrCo2(PO4)6,mp-763479,3.6078265024999943,mp-762512_Li
Ba8Nb7O24,mp-780569,Ba8LiNb7O24,mp-773072,1.9358935900000112,mp-773072_Li
Ba4Nb3O12,mp-774719,Ba4LiNb3O12,mp-18274,4.622395524999979,mp-18274_Li
MnH6(S2O9)2,mp-779879,Li4MnH6(S2O9)2,mp-778774,4.6728344125,mp-778774_Li
MnH8(SO6)2,mp-779401,LiMnH8(SO6)2,mp-1176694,4.327154999999982,mp-1176694_Li
Cs2SbBr6,mp-28269,Cs2LiSbBr6,mp-1111835,2.7432092875000027,mp-1111835_Li
TiFe2Ni3(PO4)6,mp-776008,Li4TiFe2Ni3(PO4)6,mp-1177299,3.8432926325000007,mp-1177299_Li
C2S2N(O2F3)2,mp-1204119,LiC2S2N(O2F3)2,mp-557395,5.867182597500009,mp-1204119_Li
LiZnSb,mp-1100430,Li2ZnSb,mp-1222606,-0.02652619000000067,mp-1100430_Li
MnH4(SO5)2,mp-772662,LiMnH4(SO5)2,mp-771543,4.393309445000005,mp-771543_Li
La4NiO8,mp-543085,LiLa4NiO8,mp-19445,4.2415997,mp-19445_Li
MgSbPd,mp-10183,LiMgSbPd,mp-10179,0.43871788,mp-10179_Li
CrSn(PO4)2,mp-772477,Li2CrSn(PO4)2,mp-761289,2.561347369999998,mp-761289_Li
LiMnH4(SO5)2,mp-1176828,Li2MnH4(SO5)2,mp-772273,3.7987852650000113,mp-1176828_Li
Cr3SbO8,mp-773170,Li2Cr3SbO8,mp-772283,4.299642115000003,mp-772283_Li
Cu2(SO4)3,mp-851127,Li2Cu2(SO4)3,mp-851105,4.824621508124997,mp-851105_Li
Cu2(SO4)3,mp-768451,LiCu2(SO4)3,mp-778169,4.433152935000001,mp-768451_Li
Cu2(SO4)3,mp-768512,Li2Cu2(SO4)3,mp-769636,4.555189016250003,mp-768512_Li
Ba2VP2O9,mp-566252,Ba2LiVP2O9,mp-763824,1.2418463800000032,mp-566252_Li
Co3BiO8,mp-771742,Li2Co3BiO8,mp-770594,4.369491495000004,mp-770594_Li
TiPO4F,mp-25436,LiTiPO4F,mp-25420,1.9955686849999998,mp-25401_Li
Li2Cr(CO3)3,mp-849344,Li3Cr(CO3)3,mp-765400,4.1814556699999965,mp-765400_Li
Li2Cr3(CO3)6,mp-763398,Li4Cr3(CO3)6,mp-1177456,3.3693128800000074,mp-1177456_Li
LiCr2(CO3)4,mp-764964,LiCr(CO3)2,mp-764960,4.534913160000007,mp-764960_Li
V4CuNiO12,mp-850460,Li2V4CuNiO12,mp-1177805,2.708201385,mp-1177805_Li
La4CoO8,mp-25479,LiLa4CoO8,mp-19206,3.6654623899999925,mp-19206_Li
La4CoO8,mp-778224,LiLa4CoO8,mp-767974,3.692332064999993,mp-767974_Li
Mn3Cr2Sn(PO4)6,mp-1176479,Li4Mn3Cr2Sn(PO4)6,mp-1177389,3.1362820774999896,mp-1176479_Li
FeH12(SO7)2,mp-770576,LiFeH12(SO7)2,mp-780157,4.107681259999998,mp-770572_Li
LiFeH8(SO6)2,mp-781672,Li2FeH8(SO6)2,mp-779816,3.146149492500006,mp-779816_Li
V3Cr3(WO8)2,mp-775969,Li4V3Cr3(WO8)2,mp-772356,3.0361048674999984,mp-772356_Li
Ti3Cu3(TeO8)2,mp-760579,Li4Ti3Cu3(TeO8)2,mp-758259,3.654145729999994,mp-758259_Li
CuHCO4,mp-769935,LiCuHCO4,mp-769201,3.395686218333329,mp-769201_Li
V3Fe2CuO12,mp-774409,LiV3Fe2CuO12,mp-767459,4.267564975000004,mp-767459_Li
FeCuS2,mp-753211,LiFeCuS2,mp-755288,1.8072404800000024,mp-753211_Li
VCr2Ni3(PO4)6,mp-851024,Li4VCr2Ni3(PO4)6,mp-1177231,3.3974065275000007,mp-1177231_Li
Cs2MnO4,mp-775233,Cs2LiMnO4,mp-18722,3.220765544999997,mp-18722_Li
La20Cu9O40,mp-849992,LiLa20Cu9O40,mp-774722,3.242804429999898,mp-774722_Li
La8Cu3O16,mp-1178189,LiLa8Cu3O16,mp-774793,3.3113633600000063,mp-1178189_Li
LiLa7(CuO7)2,mp-775959,Li3La14(CuO7)4,mp-774918,3.4859024900000346,mp-774918_Li
Co3(SeO3)4,mp-775276,Li2Co3(SeO3)4,mp-699738,4.29124667749999,mp-699738_Li
Ca9Mn(PO4)7,mp-851044,LiCa9Mn(PO4)7,mp-567344,3.505503470000041,mp-567344_Li
Mn2NbNi3(PO4)6,mp-1176556,Li4Mn2NbNi3(PO4)6,mp-776611,3.463629125000016,mp-1176556_Li
La4CuO8,mp-772213,LiLa4CuO8,mp-21496,3.933087919999996,mp-21496_Li
BaCaVP2O9,mp-565627,BaLiCaVP2O9,mp-763851,1.9916460574999966,mp-565627_Li
LiCo3Sb(PO4)6,mp-767558,Li6Co3Sb(PO4)6,mp-775672,4.259236778000007,mp-764378_Li
Ni(PS3)2,mp-769218,LiNi(PS3)2,mp-557500,2.7437768800000035,mp-557500_Li
HoSn2,mp-1072865,LiHoSn2,mp-1080784,-0.05373644000000022,mp-1072865_Li
GaBi,mp-1018126,Li2GaBi,mp-1093540,-1.9874014849999997,mp-1018126_Li
RbV(PO4)2,mp-565681,RbLiV(PO4)2,mp-764302,2.978459952500008,mp-565681_Li
RbVPO5,mp-654373,RbLiVPO5,mp-763827,1.4111014024999995,mp-654373_Li
Li4Co2C4SO16,mp-770515,Li6Co2C4SO16,mp-851007,3.572447637499982,mp-1177486_Li
LiCoCSO7,mp-773196,Li2CoCSO7,mp-772371,4.086103675000009,mp-772371_Li
FeWClO4,mp-565201,LiFeWClO4,mp-1210860,3.2967511799999993,mp-1210860_Li
Cs2MoCl6,mp-570990,Cs2LiMoCl6,mp-1110989,2.214243610000002,mp-1110989_Li
LiVPCO7,mp-769671,Li2VPCO7,mp-770949,3.550213395000005,mp-769671_Li
Mn3Sn3(TeO8)2,mp-772482,Li4Mn3Sn3(TeO8)2,mp-775506,3.288087652499987,mp-772482_Li
Cr3P6WO24,mp-775219,Li6Cr3P6WO24,mp-762458,3.429472294999997,mp-762458_Li
Mn2Co3Te3O16,mp-769913,Li4Mn2Co3Te3O16,mp-767658,3.4978443100000027,mp-767658_Li
Mn3Co2Te3O16,mp-774178,Li4Mn3Co2Te3O16,mp-767132,3.3717722424999983,mp-767132_Li
Mn3Co3(TeO8)2,mp-772448,Li4Mn3Co3(TeO8)2,mp-769585,4.030534359999995,mp-769585_Li
Mn3V3(TeO8)2,mp-773550,Li4Mn3V3(TeO8)2,mp-1177458,3.3385339475000015,mp-1177458_Li
Cs2SbCl6,mp-1184201,Cs2LiSbCl6,mp-1111439,3.0516368125000013,mp-1111439_Li
KLiTi2(PO5)2,mp-774482,K4Li5Ti8(PO5)8,mp-766028,1.1608822400000114,mp-766028_Li
Cr3Fe3(TeO8)2,mp-763448,Li4Cr3Fe3(TeO8)2,mp-773518,3.6241859699999974,mp-763448_Li
LiVTe(WO6)2,mp-765616,Li4VTe(WO6)2,mp-778316,3.1852422533333375,mp-765616_Li
WCl6,mp-571518,LiWCl6,mp-570512,2.6366473499999983,mp-570512_Li
TiMn2Ni3(PO4)6,mp-776680,Li4TiMn2Ni3(PO4)6,mp-776756,4.140919099999996,mp-776680_Li
KLiSb(PO4)2,mp-761143,KLi2Sb(PO4)2,mp-759715,2.887582983333322,mp-759715_Li
Li7(SnO3)4,mp-1222532,Li2SnO3,mp-3540,4.661639099999979,mp-1222532_Li
Ba2(CuO2)3,mp-25225,Ba2Li(CuO2)3,mp-18713,2.8752783049999997,mp-18713_Li
Li4Cr2Fe3Co3O16,mp-775698,Li10Cr2Fe3Co3O16,mp-774310,2.8484655733333333,mp-774310_Li
Ti16CuS32,mp-767157,Li8Ti16CuS32,mp-774459,1.915096062500003,mp-767157_Li
SbSO4F3,mp-769377,Li2SbSO4F3,mp-769153,4.301131522500002,mp-769153_Li
CaCu2(P2O7)2,mvc-14848,CaCuP2O7,mp-14694,4.591100923750001,mp-14694_Ca
Ca3Cu6(PO4)8,mvc-11883,Ca3Cu3(PO4)4,mp-6118,4.59323411875,mvc-11883_Ca
Mn3Cr3(TeO8)2,mp-772458,Li4Mn3Cr3(TeO8)2,mp-775610,3.5095465824999983,mp-772458_Li
K2Li2NiO4,mp-773981,K2Li3NiO4,mp-774432,3.376460722500004,mp-764414_Li
Al2Cu,mp-985806,LiAl2Cu,mp-1185307,0.19639466999999966,mp-1185307_Li
Bi(WO4)2,mp-1041572,LiBi(WO4)2,mp-1211195,4.836329874999995,mp-1041572_Li
Cu3(P2O7)2,mp-673105,CaCu3(P2O7)2,mp-1047107,4.001963363750003,mp-1047107_Ca
Ca2CrN3,mvc-11104,Ca3CrN3,mp-8670,1.8095996337499998,mvc-11104_Ca
V(GeO3)2,mp-1043235,CaV(GeO3)2,mp-1043433,2.6145780500000013,mp-1043235_Ca
V(GeO3)2,mp-1043195,CaV(GeO3)2,mp-1043355,2.6101465662500045,mp-1043195_Ca
TiP2O7,mvc-5346,CaTiP2O7,mvc-5356,1.706849116250001,mvc-5346_Ca
